Observer	STREET	TB_number (in the street)	DATE	Real name of the street	TB_tree	TB_soil/grill	TB_taxa
CESCO	POMM	1	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	3	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	4	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	5	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	6	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	8	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	9	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	10	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	11	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	12	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	13	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	14	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	15	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	16	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	17	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	18	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	19	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	20	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	21	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	22	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	23	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	25	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	26	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	29	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	30	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	31	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	32	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	33	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	34	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	36	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	37	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	38	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	POMM	39	02/07/2009	rue de Pommard	Tilia sp.	grill	Poa annua
CESCO	RBER	1	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	2	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	3	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	4	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	5	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	6	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	9	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	11	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	12	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	13	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	14	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	15	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	16	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	17	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	18	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	19	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	20	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	21	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	22	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	23	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	26	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	28	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	29	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	31	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	32	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	34	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	35	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	36	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	37	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	38	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	39	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	40	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	41	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	42	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	43	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	45	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	46	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	47	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	48	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	49	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	50	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	51	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	60	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	61	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	62	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	63	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	64	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	66	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	67	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	68	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	69	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	70	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	71	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	72	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	73	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	74	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	75	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	76	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	77	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	78	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	79	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	80	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	81	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	82	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	83	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	84	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	85	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	92	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	93	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	94	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	96	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	98	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	99	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	100	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	101	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	102	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	103	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	104	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	105	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	106	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	107	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	108	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	109	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	110	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	111	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	112	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	113	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	114	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	116	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	117	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	120	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	123	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	125	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	126	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	127	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	128	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	129	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	130	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	131	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	132	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	133	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	134	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	135	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	RBER	136	02/07/2009	rue de Bercy	Tilia sp.	grill	Poa annua
CESCO	POMM	16	02/07/2009	rue de Pommard	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	28	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	29	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	30	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	31	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	49	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	50	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	66	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	93	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	102	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	104	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	128	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	135	02/07/2009	rue de Bercy	Tilia sp.	grill	Polygonum aviculare
CESCO	RBER	76	02/07/2009	rue de Bercy	Tilia sp.	grill	Potentilla indica
CESCO	POMM	16	02/07/2009	rue de Pommard	Tilia sp.	grill	Prunus
CESCO	POMM	26	02/07/2009	rue de Pommard	Tilia sp.	grill	Prunus
CESCO	RBER	17	02/07/2009	rue de Bercy	Tilia sp.	grill	Prunus
CESCO	RBER	24	02/07/2009	rue de Bercy	Tilia sp.	grill	Prunus
CESCO	RBER	32	02/07/2009	rue de Bercy	Tilia sp.	grill	Prunus
CESCO	RBER	43	02/07/2009	rue de Bercy	Tilia sp.	grill	Prunus
CESCO	RBER	76	02/07/2009	rue de Bercy	Tilia sp.	grill	Prunus
CESCO	RBER	36	02/07/2009	rue de Bercy	Tilia sp.	grill	Rumex obtusifolius
CESCO	RBER	71	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum acre
CESCO	POMM	18	02/07/2009	rue de Pommard	Tilia sp.	grill	Sedum album
CESCO	POMM	20	02/07/2009	rue de Pommard	Tilia sp.	grill	Sedum album
CESCO	POMM	21	02/07/2009	rue de Pommard	Tilia sp.	grill	Sedum album
CESCO	RBER	5	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	19	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	27	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	63	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	64	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	65	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	66	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	67	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	69	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	71	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	94	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	RBER	105	02/07/2009	rue de Bercy	Tilia sp.	grill	Sedum album
CESCO	POMM	1	02/07/2009	rue de Pommard	Tilia sp.	grill	Senecio inaequidens
CESCO	RBER	45	02/07/2009	rue de Bercy	Tilia sp.	grill	Senecio inaequidens
CESCO	RBER	22	02/07/2009	rue de Bercy	Tilia sp.	grill	Jacobaea vulgaris
CESCO	RBER	77	02/07/2009	rue de Bercy	Tilia sp.	grill	Jacobaea vulgaris
CESCO	POMM	37	02/07/2009	rue de Pommard	Tilia sp.	grill	Senecio vulgaris
CESCO	RBER	134	02/07/2009	rue de Bercy	Tilia sp.	grill	Senecio vulgaris
CESCO	POMM	22	02/07/2009	rue de Pommard	Tilia sp.	grill	Sisymbrium irio
CESCO	POMM	23	02/07/2009	rue de Pommard	Tilia sp.	grill	Sisymbrium irio
CESCO	RBER	16	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium irio
CESCO	RBER	35	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium irio
CESCO	RBER	40	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium irio
CESCO	RBER	42	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium irio
CESCO	RBER	11	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	15	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	18	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	20	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	22	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	24	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	25	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	26	02/07/2009	rue de Bercy	Tilia sp.	grill	Sisymbrium officinale
CESCO	RBER	48	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus
CESCO	RBER	49	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus
CESCO	RBER	61	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus
CESCO	RBER	68	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus
CESCO	RBER	117	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus
CESCO	RBER	44	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus asper
CESCO	RBER	45	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus asper
CESCO	POMM	12	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	14	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	21	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	22	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	25	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	29	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	32	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	33	02/07/2009	rue de Pommard	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	2	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	13	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	14	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	17	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	21	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	22	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	23	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	28	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	31	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	37	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	43	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	50	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	51	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	60	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	65	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	69	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	72	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	79	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	88	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	100	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	101	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	102	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	103	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	105	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	RBER	114	02/07/2009	rue de Bercy	Tilia sp.	grill	Sonchus oleraceus
CESCO	POMM	15	02/07/2009	rue de Pommard	Tilia sp.	grill	sp.?
CESCO	POMM	39	02/07/2009	rue de Pommard	Tilia sp.	grill	sp.?
CESCO	RBER	108	02/07/2009	rue de Bercy	Tilia sp.	grill	sp.?
CESCO	RBER	135	02/07/2009	rue de Bercy	Tilia sp.	grill	sp.?
CESCO	POMM	9	02/07/2009	rue de Pommard	Tilia sp.	grill	Stellaria media
CESCO	RBER	45	02/07/2009	rue de Bercy	Tilia sp.	grill	Stellaria media
CESCO	RBER	65	02/07/2009	rue de Bercy	Tilia sp.	grill	Stellaria media
CESCO	RBER	76	02/07/2009	rue de Bercy	Tilia sp.	grill	Stellaria media
CESCO	RBER	91	02/07/2009	rue de Bercy	Tilia sp.	grill	Stellaria media
CESCO	POMM	14	02/07/2009	rue de Pommard	Tilia sp.	grill	Taraxacum officinale
CESCO	POMM	17	02/07/2009	rue de Pommard	Tilia sp.	grill	Taraxacum officinale
CESCO	POMM	36	02/07/2009	rue de Pommard	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	2	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	3	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	7	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	8	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	9	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	17	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	19	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	31	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	38	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	43	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	44	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	45	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	46	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	51	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	59	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	60	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	63	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	64	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	65	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	66	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	67	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	69	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	70	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	71	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	72	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	77	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	88	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	93	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	96	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	97	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	99	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	100	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	101	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	102	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	103	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	104	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	105	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	106	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	107	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	108	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	109	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	110	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	112	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	113	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	116	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	117	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	135	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	RBER	136	02/07/2009	rue de Bercy	Tilia sp.	grill	Taraxacum officinale
CESCO	POMM	2	02/07/2009	rue de Pommard	Tilia sp.	grill	Tilia
CESCO	POMM	10	02/07/2009	rue de Pommard	Tilia sp.	grill	Tilia
CESCO	POMM	11	02/07/2009	rue de Pommard	Tilia sp.	grill	Tilia
CESCO	POMM	15	02/07/2009	rue de Pommard	Tilia sp.	grill	Tilia
CESCO	POMM	17	02/07/2009	rue de Pommard	Tilia sp.	grill	Tilia
CESCO	RBER	6	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	16	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	24	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	27	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	29	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	48	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	51	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	62	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	63	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	65	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	67	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
CESCO	RBER	75	02/07/2009	rue de Bercy	Tilia sp.	grill	Tilia
